lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania
LD-00531,2026-08-07 03:59:00,Meta Ads,EMP-02,PV-008,Juan Carlos Rodríguez Franco,(322) 825-1412,juan.rodriguez71@gmail.com,Cartagena de Indias,honda navi,contactado,07/08/2026 07:59,Agosto Cero Cuotas
LD-00532,23/08/2026 06:06,WhatsApp,EMP-01,PV-005,Camilo Vargas Zapata,3517833718,,Medellín,Hero Eco Deluxe 100 2026,contactado,26-08-2026,Retoma tu moto
LD-00533,2026-09-06T10:59:00,Meta Ads,EMP-01,PV-004,HÉCTOR RAMÍREZ MUÑOZ,3018505630,,Rionegro,Honda Navi,Contactado,2026-09-10T10:59:00,Agosto Cero Cuotas
LD-00534,02-09-2026,WhatsApp,EMP-01,PV-004,Luisa Torres Arias,+57 323 8809828,luisa.torres73@outlook.com,RIONEGRO,bajaj discover 125,Contactado,2026-09-03T03:47:00,Remate Modelos 2025
LD-00535,2026-08-17 05:08:00,WHATSAPP,EMP-02,PV-006,JULIÁN BEDOYA RAMÍREZ,573516557864,julian.bedoya92@hotmail.com,B/quilla,Honda Navi,En proceso,2026-08-17 11:08:00,Feria de Motos 2026
LD-00536,2026-08-18T14:57:00,Formulario Web,EMP-03,PV-014,Juan Carlos Franco Restrepo,3502240587,,bogotá,AKT TTR 200,En proceso,19/08/2026 14:57,
LD-00537,2026-08-26T15:26:00,Meta Ads,EMP-02,PV-006,Yesenia Ramírez Hernández,3016165221,,barranquilla,Heroo Dash 110,Sin gestión,,
LD-00538,2026-08-19 17:25:00,Meta Ads,EMP-03,PV-014,Carlos Mario Escobar Gómez,320-919-6079,carlos.escobar51@hotmail.com,,,Cotización enviada,08/19/2026 21:25,Agosto Cero Cuotas
LD-00539,2026-08-09 19:40:00,WhatsApp,EMP-03,PV-012,YESENIA QUINTERO CORREA,3057179760,yesenia.quintero93@hotmail.com,Bogota DC,Hero Hunk 160R,Sin gestión,,
LD-00540,2026-08-07 20:50:00,WhatsApp,EMP-01,PV-001,Yesenia Bedoya Valencia,3105751796,yesenia.bedoya93@yahoo.es,MEDELLIN,AKT  NKD 125,SIN GESTION,,
LD-00541,2026-08-14 02:42:00,Meta Ads,EMP-01,PV-003,Fabián Franco Pérez,(314) 399-7537,fabian.franco70@hotmail.com,bello,,Cotización enviada,2026-08-14 03:42:00,Remate Modelos 2025
LD-00542,2026-09-08 21:28:00,WhatsApp,EMP-01,PV-003,  Héctor Betancur Pérez  ,320 153 1526,hector.betancur67@gmail.com,Bello,honda xr 150l,Cotización enviada,10/09/2026 03:28,
LD-00543,2026-08-22 03:36:00,whatsapp,EMP-03,PV-013,Claudia Patricia Ramírez Rodríguez,+57 310 3409605,,Bogotá,hero dash 110,SIN GESTION,,Prima Extra
LD-00544,11/08/2026 01:04,Meta Ads,EMP-01,PV-001,Juan Carlos Bedoya Betancur,322 502 7941,,Medellin,Suzuki V-Strom,Descartado,11/08/2026 07:04,Remate Modelos 2025
LD-00545,08/12/2026 07:11,Meta Ads,EMP-02,PV-009,Yuliana Castaño Gómez,3513415013,yuliana.castano95@hotmail.com,Sta Marta,Bajaj Dominar,No contesta,,Remate Modelos 2025
LD-00546,06/08/2026 20:11,Meta Ads,EMP-01,PV-003,Héctor Valencia Correa,304-833-4327,hector.valencia86@outlook.com,BELLO,Bajai Dominar 400,Cotización enviada,07-08-2026,Retoma tu moto
LD-00547,2026-09-03 21:18:00,WhatsApp,EMP-01,PV-003,Juan Carlos Pérez Mosquera,3101253089,juan.perez71@yahoo.es,bello,HERO ECO DELUXE 100,No contesta,05/09/2026 03:18,Agosto Cero Cuotas
LD-00548,2026-08-10 12:28:00,WhatsApp,EMP-03,PV-015,Sebastián Jiménez Herrera, 3133470975 ,sebastian.jimenez68@outlook.com,SOACHA,CB 190R,En proceso,2026-08-10T18:28:00,Feria de Motos 2026
LD-00549,2026-08-17 09:28:00,WhatsApp,EMP-01,PV-005,  Yuliana Marín Franco  ,311 177 8734,,medellin,SUZUKI BEST 125,Cotización enviada,2026-08-17 21:28:00,
LD-00550,10-08-2026,Meta Ads,EMP-01,PV-001,Wilmar Bedoya Correa,+57 317 8962957,wilmar.bedoya43@outlook.com,Medellín ,Honda Navi 2026,Cotización enviada,08/11/2026 16:31,Feria de Motos 2026
LD-00551,14/08/2026 22:25,WhatsApp,EMP-02,PV-009,  Sandra Milena Londoño Ospina  ,(301) 356-9255,,Sta Marta,Honda Dio 110 2026,En proceso,2026-08-15T04:25:00,
LD-00552,08/30/2026 07:18,WhatsApp,EMP-02,PV-010,Andrés Felipe Quintero Mosquera,3175868264,,Montería,Honda Dio 110,Cotización enviada,2026-09-01T07:18:00,Retoma tu moto
LD-00553,2026-08-04 06:22:00,WhatsApp,EMP-01,PV-004,Luisa Bedoya Castaño,3111607710,luisa.bedoya14@yahoo.es,Rionegro,CB 190R,En proceso,2026-08-06T06:22:00,
LD-00554,2026-08-11 19:08:00,WhatsApp,EMP-03,PV-012,Héctor Zapata Vargas,310 740 7219,hector.zapata34@hotmail.com,Bogota,Bajaj,SIN GESTION,,Agosto Cero Cuotas
LD-00555,03/08/2026 00:31,WhatsApp,EMP-02,PV-009,Alexander Mosquera Giraldo, 3182978207 ,,Santa Marta,akt dynamic r3 125,Sin gestión,,Retoma tu moto
LD-00556,19/08/2026 00:19,WhatsApp,EMP-02,PV-008,FABIÁN HERRERA OSPINA,3200786397,fabian.herrera79@gmail.com,Cartagena de Indias,Dio 110,Sin gestión,,Agosto Cero Cuotas
LD-00557,22-08-2026,WHATSAPP,EMP-03,PV-012,Natalia Betancur Bedoya,3205279822,natalia.betancur5@outlook.com,Bogotá D.C.,Honda,Contactado,,Prima Extra
LD-00558,05/08/2026 22:36,WhatsApp,EMP-03,PV-014,Héctor Ramírez Bedoya,351 175 9608,,Bogota DC,bajaj pulsar ns 160,En proceso,08/09/2026 22:36,Agosto Cero Cuotas
LD-00559,08/25/2026 11:26,WhatsApp,EMP-03,PV-013,  Sebastián Giraldo Londoño  , 3166005661 ,,Bogotá D.C.,suzuki v-strom 250,Cotización enviada,2026-08-25T12:26:00,Remate Modelos 2025
LD-00560,31/08/2026 00:25,WhatsApp,EMP-02,PV-009,Brayan Arias Muñoz,3223562115,brayan.arias25@gmail.com,SANTA MARTA,Honda XR 150L,SIN GESTION,,Retoma tu moto
LD-00561,2026-08-24 06:40:00,Formulario Web,EMP-03,PV-015,Sebastián Escobar Restrepo,3027727314,sebastian.escobar62@yahoo.es,SOACHA,suzuki gixxer 150,Cotización enviada,25/08/2026 06:40,
LD-00562,2026-08-29 10:13:00,Formulario Web,EMP-01,PV-002,Sebastián Correa Franco,+57 320 5551680,,ITAGUI,,contactado,2026-08-30T10:13:00,Retoma tu moto
LD-00563,06/08/2026 21:15,WhatsApp,EMP-02,PV-008,Natalia Arias Zapata,573021363535,,Cartagena,bajaj pulsar ns 160,Cotización enviada,2026-08-07 09:15:00,Feria de Motos 2026
LD-00564,2026-08-21T16:29:00,Formulario Web,EMP-03,PV-011,Andrés Felipe Ramírez Londoño,(322) 164-3180,andres.ramirez6@gmail.com,,Honda CB 190R,Descartado,22/08/2026 04:29,Feria de Motos 2026
LD-00565,2026-08-14T07:29:00,WhatsApp,EMP-03,PV-012,Fabián Mosquera Londoño,3164638297,,Bogotá,Suzuki Best 125,No contesta,14-08-2026,
LD-00566,2026-08-17 23:42:00,Meta Ads,EMP-03,PV-015,Wilmar Agudelo Rodríguez,3055585705,wilmar.agudelo16@hotmail.com,Soacha,AKT TTR,Contactado,2026-08-18 11:42:00,Prima Extra
LD-00567,04/09/2026 15:57,WhatsApp,EMP-03,PV-014,Diana Carolina Gómez Zapata,3179005614,,BOGOTA,Dynamic R3 125,sin gestion,,Prima Extra
LD-00568,15/08/2026 03:01,WhatsApp,EMP-03,PV-014,  Duván Muñoz Franco  ,3104701433,,Bogotá,Suzuki Best 125,Contactado,15/08/2026 07:01,
LD-00569,2026-08-27 09:44:00,WhatsApp,EMP-01,PV-004,  Kevin Pérez Ospina  ,+57 317 5811171,,Rio Negro,,Descartado,08/27/2026 11:44,
LD-00570,09/09/2026 15:13,Formulario Web,EMP-01,PV-004,Alexander Escobar Restrepo, 3237189340 ,alexander.escobar58@yahoo.es,Rionegro,SUZUKI GN 125,contactado,09/09/2026 19:13,
LD-00571,04-08-2026,Meta Ads,EMP-03,PV-015,ERIKA GÓMEZ ESCOBAR,+57 315 0526691,,SOACHA,AKT NKD 125,no contesta,08/04/2026 02:59,Prima Extra
LD-00572,2026-08-12 19:59:00,Formulario Web,EMP-02,PV-010,Vanessa Osorio Cardona,3174476202,vanessa.osorio78@hotmail.com,Montería,bajaj pulsar ns 125,Contactado,2026-08-14T19:59:00,Feria de Motos 2026
LD-00573,2026-08-31 09:52:00,WhatsApp,EMP-01,PV-002,Brayan Escobar Osorio,302 793 8207,,Itagüí,Honda Dio 110,No contesta,2026-08-31T21:52:00,Agosto Cero Cuotas
LD-00574,2026-08-02 11:05:00,META ADS,EMP-02,PV-010,luisa betancur bedoya,3108016216,,MONTERIA,Honda Navi,No contesta,03/08/2026 05:05,Feria de Motos 2026
LD-00575,2026-08-12 23:16:00,WHATSAPP,EMP-02,PV-010,Juan Carlos Ospina Valencia,(318) 496-6790,juan.ospina56@yahoo.es,MONTERIA,AKT TTR 200 2026,Descartado,16-08-2026,Feria de Motos 2026
LD-00576,11-08-2026,WhatsApp,EMP-01,PV-004,C. Agudelo Arias,3170478484,,RIONEGRO,,Descartado,08/11/2026 23:22,Feria de Motos 2026
LD-00577,09/08/2026 12:29,Meta Ads,EMP-03,PV-013,  Freddy Correa Pérez  ,573507587559,freddy.correa48@yahoo.es,Bogotá,Bajaj Boxer,Cotización enviada,09/08/2026 16:29,Prima Extra
LD-00578,05/08/2026 20:50,WhatsApp,EMP-02,PV-007,Erika Arias Correa,3020831776,,SOLEDAD,Honda,Sin gestión,,
LD-00579,19-08-2026,Meta Ads,EMP-02,PV-007,H. Vargas Castaño, 3215461770 ,hector.vargas57@hotmail.com,Soledad,Gixxer 150,sin gestion,,
LD-00580,2026-08-11 13:42:00,Formulario Web,EMP-01,PV-003,  Juan Carlos Castaño Giraldo  ,(304) 978-1975,,,Suzuki  V-Strom 250,sin gestion,,Agosto Cero Cuotas
LD-00581,25/08/2026 10:08,Meta Ads,EMP-02,PV-009,Marcela Gómez Gómez,573029899346,,Sta Marta,AKT TTR 200,Cotización enviada,26/08/2026 16:08,Prima Extra
LD-00582,2026-08-25 07:59:00,WhatsApp,EMP-01,PV-004,Erika Jiménez,313 969 0640,,Rio Negro,AKT  NKD 125,En proceso,25/08/2026 13:59,Prima Extra
LD-00583,22/08/2026 02:25,WhatsApp,EMP-02,PV-008,Natalia Agudelo Giraldo,3187559471,natalia.agudelo48@yahoo.es,Cartagena,Honda  XRE 300,Contactado,26/08/2026 02:25,Prima Extra
LD-00584,12-08-2026,WhatsApp,EMP-01,PV-001,Jhon Jairo Quintero Jiménez,3059611384,jhon.quintero41@outlook.com,Medellín,Hnda CB 190R,Descartado,2026-08-14T15:45:00,
LD-00585,30/08/2026 11:17,Formulario Web,EMP-02,PV-009,Erika Ospina Valencia,3219533941,erika.ospina26@hotmail.com,Sta Marta,Hero  Eco Deluxe 100,En proceso,30/08/2026 13:17,Feria de Motos 2026
LD-00586,2026-09-02 21:20:00,meta ads,EMP-01,PV-004,Andrés Felipe Valencia Herrera,3200414430,,Rionegro,Hero Dash 110,Cotización enviada,05/09/2026 21:20,
LD-00587,2026-08-06 16:18:00,Meta Ads,EMP-01,PV-001,LEIDY JOHANA PÉREZ ARIAS, 3022864572 ,leidy.perez35@hotmail.com,Medellín ,HONDA CB 125F TWISTER,Sin gestión,,
LD-00588,06/09/2026 01:02,WhatsApp,EMP-01,PV-003,Claudia Patricia Pérez Restrepo,305-204-2384,claudia.perez50@hotmail.com,BELLO,Suzuki V-Strom 250,Cotización enviada,08-09-2026,
LD-00589,2026-08-20 05:07:00,Meta Ads,EMP-01,PV-005,Alexander Mosquera Correa,351-560-1742,alexander.mosquera18@hotmail.com,Medellín,Honda,Contactado,08/22/2026 05:07,Feria de Motos 2026
LD-00590,30/08/2026 19:39,WhatsApp,EMP-03,PV-015,Estefanía Ramírez Arias,3178888673,,Soacha,bajaj pulsar ns 125,Contactado,2026-08-30 20:39:00,Agosto Cero Cuotas
LD-00591,05/08/2026 08:18,WhatsApp,EMP-03,PV-014,NATALIA CORREA CASTAÑO,3167963535,natalia.correa6@gmail.com,Bogota,Suzuki Best 125,Cotización enviada,08/05/2026 09:18,
LD-00592,2026-09-05T10:09:00,Meta Ads,EMP-02,PV-007,  Erika Castaño Marín  ,318 619 9917,,Soledad,,No contesta,2026-09-08T10:09:00,
LD-00593,01/08/2026 17:06,WhatsApp,EMP-03,PV-012,  Nelson Giraldo Mosquera  ,(305) 552-2153,,bogotá,AKT  NKD 125,contactado,08/02/2026 23:06,
LD-00594,29/08/2026 16:32,Formulario Web,EMP-02,PV-008,  Liliana Salazar Torres  ,3122777599,,CARTAGENA,Honda Dio,SIN GESTION,,Agosto Cero Cuotas
LD-00595,2026-08-06T13:03:00,Meta Ads,EMP-02,PV-007,Estefanía Londoño Castaño,301 200 2448,,SOLEDAD,Honda XRE,Sin gestión,,Remate Modelos 2025
LD-00596,09/09/2026 09:00,Meta Ads,EMP-02,PV-007,Sebastián Osorio Quintero,573202985048,sebastian.osorio75@gmail.com,Soledad,AKT Evo RS 150 2026,Cotización enviada,09/09/2026 15:00,Feria de Motos 2026
LD-00597,27/08/2026 01:04,formulario web,EMP-03,PV-012,Jhon Jairo Londoño Pérez,573167796023,jhon.londono18@hotmail.com,Bogotá D.C.,Suzuki GN 125,En proceso,2026-08-31 01:04:00,
LD-00598,14/08/2026 10:49,WhatsApp,EMP-01,PV-002,Sandra Milena Salazar Hernández,304 668 1507,,ITAGUI,Hnda Dio 110,Cotización enviada,08/14/2026 12:49,
LD-00599,2026-09-04 06:59:00,WhatsApp,EMP-01,PV-004,  Sandra Milena Arias Betancur  ,(300) 779-7130,,Rio Negro,Honda Dio 110,En proceso,,Feria de Motos 2026
LD-00600,2026-08-07 17:41:00,WhatsApp,EMP-03,PV-015,Luz Marina Osorio Salazar,573501071924,luz.osorio84@outlook.com,SOACHA,Hero Xpulse 200,contactado,08/08/2026 11:41,Prima Extra
LD-00601,2026-09-02 18:31:00,WhatsApp,EMP-03,PV-012,Jhon Jairo Rodríguez Mosquera,318-926-3420,jhon.rodriguez82@outlook.com,bogotá,AKT TTR 200,no contesta,02/09/2026 19:31,
LD-00602,15/08/2026 23:22,WhatsApp,EMP-02,PV-006,Claudia Patricia Mosquera Muñoz,+57 315 1347575,,barranquilla,hero xpulse 200,contactado,16/08/2026 17:22,
LD-00603,04/08/2026 08:32,WhatsApp,EMP-01,PV-003,LILIANA RAMÍREZ AGUDELO,305 563 6372,liliana.ramirez44@hotmail.com,Bello,HONDA NAVI,SIN GESTION,,Remate Modelos 2025
LD-00604,2026-08-27 20:15:00,Meta Ads,EMP-03,PV-012,Adriana Vargas Muñoz,+57 350 9032098,,,Bajaj Dominar 400,En proceso,28-08-2026,
LD-00605,01/08/2026 18:20,WHATSAPP,EMP-03,PV-012,Sandra Milena Hernández Betancur,3151401436,,Bogota DC,Eco Deluxe 100,No contesta,2026-08-02T00:20:00,Feria de Motos 2026
LD-00606,2026-08-02T13:30:00,Meta Ads,EMP-02,PV-008,Cristian Gómez Zapata,3123191660,cristian.gomez92@outlook.com,CARTAGENA,Honda  XR 150L,Descartado,2026-08-05 13:30:00,Feria de Motos 2026
LD-00607,2026-08-23 12:44:00,meta ads,EMP-02,PV-006,  Paula Andrea Castaño Marín  ,+57 313 9978610,paula.castano83@outlook.com,BARRANQUILLA,Honda Navi,no contesta,2026-08-24T06:44:00,Remate Modelos 2025
LD-00608,08/28/2026 02:41,Meta Ads,EMP-01,PV-002,Cristian Ramírez Franco,317-363-5574,cristian.ramirez33@yahoo.es,Itagüí,Hero Hunk,Cotización enviada,29/08/2026 08:41,Remate Modelos 2025
LD-00609,2026-09-08 20:30:00,WhatsApp,EMP-03,PV-011,Brayan Vargas Pérez,3206064409,brayan.vargas84@gmail.com,,,sin gestion,,Retoma tu moto
LD-00610,2026-08-25 06:28:00,WHATSAPP,EMP-01,PV-002,Natalia Jiménez Escobar,322 119 6296,natalia.jimenez70@outlook.com,Itagui,HONDA NAVI,No contesta,2026-08-25 18:28:00,Feria de Motos 2026
LD-00611,14-08-2026,formulario web,EMP-03,PV-014,Leidy Johana Herrera Correa,3001864073,leidy.herrera66@gmail.com,Bogotá,,Cotización enviada,08/18/2026 06:28,
LD-00612,2026-08-17 13:31:00,WhatsApp,EMP-01,PV-003,Luz Marina Franco Rodríguez,302-210-5662,,bello,Hnda Dio 110,Sin gestión,,Remate Modelos 2025
LD-00613,02-08-2026,WhatsApp,EMP-01,PV-004,  Liliana Salazar Torres  ,3229437226,liliana.salazar14@gmail.com,Rionegro,,Sin gestión,,Remate Modelos 2025
LD-00614,2026-08-12 00:47:00,Meta Ads,EMP-03,PV-013,Paula Betancur,3517401198,paula.betancur95@yahoo.es,Bogotá D.C.,Suzuki,Cotización enviada,08/12/2026 06:47,Remate Modelos 2025
LD-00615,2026-08-04 11:40:00,WhatsApp,EMP-02,PV-010,  Diana Carolina Zapata Castaño  ,3166606811,,MONTERIA,Suzuki,Cotización enviada,2026-08-04T17:40:00,Feria de Motos 2026
LD-00616,2026-08-08T15:06:00,formulario web,EMP-03,PV-015,  Marcela Franco Franco  ,3167911122,,SOACHA,,Contactado,2026-08-08 19:06:00,Remate Modelos 2025
LD-00617,2026-08-31 13:17:00,WhatsApp,EMP-03,PV-011,CLAUDIA PATRICIA HERRERA ESCOBAR,3027350859,,BOGOTA,Honda XR 150L,Sin gestión,,Retoma tu moto
LD-00618,2026-08-30T06:49:00,whatsapp,EMP-03,PV-012,Cristian Betancur Osorio,310-222-8043,,Bogota,Discover 125,Sin gestión,,Prima Extra
LD-00619,08/08/2026 02:21,WhatsApp,EMP-02,PV-008,FABIÁN JIMÉNEZ VARGAS, 3162188218 ,fabian.jimenez28@yahoo.es,Cartagena de Indias,akt ttr 200,Sin gestión,,Remate Modelos 2025
LD-00620,08/24/2026 14:57,Meta Ads,EMP-03,PV-015,Jorge Iván Muñoz Muñoz,3174961861,jorge.munoz73@hotmail.com,Soacha,Bajai Pulsar NS 160,sin gestion,,Retoma tu moto
LD-00621,2026-08-16 02:54:00,META ADS,EMP-03,PV-013,Katherine Betancur Quintero,3059176681,katherine.betancur17@gmail.com,Bogotá D.C.,Bajaj,Contactado,16/08/2026 14:54,
LD-00622,2026-08-01 12:14:00,WhatsApp,EMP-03,PV-014,Yuliana Ramírez Giraldo,316-976-2002,yuliana.ramirez12@hotmail.com,bogotá,Honda CB 190R,sin gestion,,
LD-00623,2026-08-24 16:46:00,Meta Ads,EMP-03,PV-014,María Correa,323-957-5792,maria.correa55@yahoo.es,Bogota,Bajaj  Boxer CT 100,No contesta,27/08/2026 16:46,Agosto Cero Cuotas
LD-00624,2026-08-22 12:04:00,Meta Ads,EMP-03,PV-011,Erika Rodríguez Restrepo,3158477748,erika.rodriguez35@outlook.com,Bogota,Bajaj Pulsar,Sin gestión,,
LD-00625,09/03/2026 15:38,Formulario Web,EMP-02,PV-010,  Claudia Patricia Agudelo Hernández  ,322 266 5034,,Monteria,AKT NKD 125 2026,SIN GESTION,,
LD-00626,31/08/2026 12:53,WhatsApp,EMP-02,PV-009,  Liliana Osorio Torres  ,321 350 3176,,SANTA MARTA,Bajaj Dominar 400,Descartado,04-09-2026,Remate Modelos 2025
LD-00627,2026-08-18T11:33:00,WhatsApp,EMP-02,PV-010,Natalia Herrera Arias,3506713891,natalia.herrera3@hotmail.com,MONTERIA,Hero Dash 110,Contactado,2026-08-18T15:33:00,Prima Extra
LD-00628,2026-09-01 21:46:00,Formulario Web,EMP-01,PV-003,Erika Giraldo Rodríguez,+57 318 9668234,,,suzuki best 125,Contactado,09/02/2026 09:46,Agosto Cero Cuotas
LD-00629,12-08-2026,Formulario Web,EMP-02,PV-008,Óscar David Muñoz Arias,304-079-3459,,Cartagena,Honda CB,Cotización enviada,12/08/2026 14:41,Prima Extra
LD-00630,2026-08-03T07:59:00,Formulario Web,EMP-02,PV-010,Sebastián Franco Giraldo, 3043303339 ,sebastian.franco59@gmail.com,MONTERIA,akt nkd 125,Contactado,03/08/2026 13:59,
LD-00631,23/08/2026 00:09,WhatsApp,EMP-02,PV-006,SANDRA MILENA CORREA BEDOYA,(305) 884-5927,sandra.correa43@yahoo.es,Barranquilla,Bajaj Pulsar NS 125,En proceso,08/25/2026 00:09,Feria de Motos 2026
LD-00632,2026-09-04 06:10:00,WhatsApp,EMP-02,PV-009,  Nelson Hernández Agudelo  ,3160241987,,Santa Marta,Bajaj,No contesta,04-09-2026,Agosto Cero Cuotas
LD-00633,2026-08-21T09:53:00,WhatsApp,EMP-02,PV-008,Vanessa Bedoya Marín,3023670641,vanessa.bedoya96@hotmail.com,Cartagena de Indias,Heroo Dash 110,Cotización enviada,2026-08-22 09:53:00,
LD-00634,2026-09-05 22:45:00,Meta Ads,EMP-01,PV-005,VANESSA ESCOBAR VARGAS,+57 310 4126674,vanessa.escobar42@yahoo.es,,HERO HUNK 160R,Contactado,2026-09-06T04:45:00,Retoma tu moto
LD-00635,2026-09-10 00:13:00,WhatsApp,EMP-01,PV-003,  Vanessa Bedoya Gómez  ,573150867292,vanessa.bedoya5@gmail.com,bello,Suzuki Best 125 2026,Cotización enviada,09/12/2026 00:13,Retoma tu moto
LD-00636,2026-08-16 12:04:00,WhatsApp,EMP-02,PV-007,LUISA VALENCIA GIRALDO,3164119684,,SOLEDAD,Hunk 160R,Sin gestión,,
LD-00637,2026-09-09 22:39:00,Meta Ads,EMP-03,PV-015,Cristian Hernández Torres, 3139780388 ,cristian.hernandez30@yahoo.es,SOACHA,honda dio 110,Cotización enviada,09/10/2026 22:39,Retoma tu moto
LD-00638,2026-08-23 00:29:00,WhatsApp,EMP-01,PV-001,Erika Herrera Bedoya,3058151883,erika.herrera55@outlook.com,medellin,AKT Evo RS 150,Cotización enviada,2026-08-23 06:29:00,
LD-00639,12-08-2026,WhatsApp,EMP-01,PV-001,ALEXANDER ZAPATA LONDOÑO,322 334 4414,,Medellin,AKT,Sin gestión,,Feria de Motos 2026
LD-00640,11/08/2026 18:03,meta ads,EMP-02,PV-007,NATALIA CORREA CASTAÑO,3220989247,natalia.correa32@outlook.com,Soledad,AKT,contactado,2026-08-12 12:03:00,
LD-00641,2026-08-16 23:22:00,Formulario Web,EMP-01,PV-004,  Mónica Bedoya Betancur  ,3117772457,,RIONEGRO,Pulsar RS 200,Sin gestión,,
LD-00642,06/08/2026 10:47,whatsapp,EMP-02,PV-007,  Kevin Ramírez Arias  ,573156827759,,,Honda XRE,Contactado,,
LD-00643,2026-09-05 18:22:00,WhatsApp,EMP-01,PV-004,Carlos Mario Agudelo Londoño,(316) 959-2892,,Rio Negro,AKT NKD 125,contactado,06/09/2026 00:22,Remate Modelos 2025
LD-00644,02/08/2026 23:35,WhatsApp,EMP-01,PV-004,Erika Restrepo Arias,(301) 648-6463,erika.restrepo80@hotmail.com,RIONEGRO,Bajai Pulsar NS 160,Sin gestión,,
LD-00645,2026-08-14T07:58:00,WhatsApp,EMP-02,PV-008,Liliana Rodríguez Muñoz,(316) 913-2445,,CARTAGENA,Bajaj Dominar 400,Descartado,2026-08-15T13:58:00,
LD-00646,2026-08-06 23:58:00,WhatsApp,EMP-01,PV-002,  Leidy Johana Londoño Zapata  , 3110116945 ,,Itagüí,Honda Navi 2026,Sin gestión,,Agosto Cero Cuotas
LD-00647,08/16/2026 19:39,WhatsApp,EMP-01,PV-003,Sebastián Restrepo Mosquera,3024470501,,BELLO,hero dash 110,Sin gestión,,Retoma tu moto
LD-00648,22-08-2026,WhatsApp,EMP-02,PV-008,ÓSCAR DAVID MUÑOZ RODRÍGUEZ,(311) 754-0286,oscar.munoz2@gmail.com,Cartagena,Bajaj Discover,Contactado,25/08/2026 19:08,Remate Modelos 2025
LD-00649,04-08-2026,Meta Ads,EMP-02,PV-008,Claudia Patricia Franco Muñoz,+57 302 3327745,,CARTAGENA,honda dio 110,Sin gestión,,Remate Modelos 2025
LD-00650,16-08-2026,META ADS,EMP-01,PV-004,  Édinson Pérez Arias  ,+57 314 1426378,,Rionegro,AKT NKD 125 2026,Cotización enviada,08/16/2026 10:16,Remate Modelos 2025
LD-00651,17-08-2026,Formulario Web,EMP-02,PV-007,Mónica Jiménez Muñoz,323 599 2955,,Soledad,Bajaj Boxer CT 100,Contactado,2026-08-17T09:30:00,
LD-00652,03/08/2026 13:48,Meta Ads,EMP-01,PV-001,Édinson Zapata Muñoz,315-811-5809,,Medellin,,Sin gestión,,
LD-00653,08/24/2026 00:50,Meta Ads,EMP-01,PV-002,Sebastián Rodríguez Herrera,3222043098,sebastian.rodriguez29@gmail.com,,,Sin gestión,,Prima Extra
LD-00654,2026-08-11 00:45:00,WhatsApp,EMP-01,PV-002,Andrés Felipe Herrera Herrera,3500854762,,,Hnda CB 125F Twister,Descartado,08/13/2026 00:45,Agosto Cero Cuotas
LD-00655,2026-08-02 09:08:00,WhatsApp,EMP-02,PV-010,Luz Marina Mosquera Arias,+57 318 5638299,,Montería,Honda Navi,Cotización enviada,08/03/2026 09:08,Feria de Motos 2026
LD-00656,2026-09-02 07:52:00,Meta Ads,EMP-03,PV-013,KATHERINE RESTREPO CORREA,(312) 791-3127,katherine.restrepo58@yahoo.es,Bogotá,bajaj pulsar ns 160,no contesta,04-09-2026,
LD-00657,2026-09-07 05:52:00,Meta Ads,EMP-03,PV-015,  Alexander Muñoz Franco  ,+57 317 6144844,,Soacha,Suzuki V-Strom 250,Cotización enviada,09/07/2026 17:52,Agosto Cero Cuotas
LD-00658,02/09/2026 16:45,whatsapp,EMP-03,PV-012,Vanessa Vargas Betancur,312 835 1628,vanessa.vargas37@yahoo.es,Bogotá,A.K.T NKD 125,Sin gestión,,Prima Extra
LD-00659,2026-08-27 10:28:00,Formulario Web,EMP-02,PV-009,Yuliana Jiménez Osorio, 3024932561 ,yuliana.jimenez52@gmail.com,SANTA MARTA,Hero Dash 110 2026,Cotización enviada,08/29/2026 10:28,Prima Extra
LD-00660,2026-08-27T05:17:00,WhatsApp,EMP-01,PV-005,Carlos Mario Bedoya Salazar, 3216564411 ,carlos.bedoya28@gmail.com,Medellin,bajaj pulsar ns 125,Descartado,27-08-2026,Feria de Motos 2026
LD-00661,2026-08-01 18:24:00,Meta Ads,EMP-02,PV-010,Marcela Ospina Escobar,3216529511,marcela.ospina77@hotmail.com,MONTERIA,Honda Navi,Sin gestión,,Agosto Cero Cuotas
LD-00662,2026-08-20 01:09:00,WhatsApp,EMP-03,PV-012,  Andrés Felipe Giraldo Gómez  , 3214787350 ,andres.giraldo81@outlook.com,Bogotá D.C.,Hero  Dash 110,Cotización enviada,24-08-2026,Remate Modelos 2025
LD-00663,09/05/2026 09:56,WhatsApp,EMP-01,PV-005,  Yesenia Cardona Ospina  ,315-471-2634,,Medellín,Hero Xpulse 200,no contesta,09/07/2026 09:56,Retoma tu moto
LD-00664,2026-08-11 03:34:00,Meta Ads,EMP-02,PV-008,Brayan Rodríguez Bedoya,310 056 6661,,CARTAGENA,Suzuki GN 125,no contesta,2026-08-11 05:34:00,Prima Extra
LD-00665,08/18/2026 18:39,WhatsApp,EMP-01,PV-004,ÓSCAR DAVID JIMÉNEZ MARÍN,573509163121,,RIONEGRO,Bajaj Pulsar NS 125 2026,En proceso,19/08/2026 00:39,Remate Modelos 2025
